1stFlrSF,1stFlrSF_log_e,1stFlrSF_log_10,1stFlrSF_reciprocal,1stFlrSF_power,1stFlrSF_box_cox,1stFlrSF_yeo_johnson,2ndFlrSF,2ndFlrSF_power,2ndFlrSF_yeo_johnson,BedroomAbvGr,BedroomAbvGr_log_e,BedroomAbvGr_log_10,BedroomAbvGr_reciprocal,BedroomAbvGr_power,BedroomAbvGr_box_cox,BedroomAbvGr_yeo_johnson,BsmtExposure,BsmtExposure_power,BsmtExposure_yeo_johnson,BsmtFinSF1,BsmtFinSF1_power,BsmtFinSF1_yeo_johnson,BsmtFinType1,BsmtFinType1_power,BsmtFinType1_yeo_johnson,BsmtUnfSF,BsmtUnfSF_power,BsmtUnfSF_yeo_johnson,EnclosedPorch,EnclosedPorch_log_e,EnclosedPorch_log_10,EnclosedPorch_reciprocal,EnclosedPorch_power,EnclosedPorch_box_cox,EnclosedPorch_yeo_johnson,GarageArea,GarageArea_power,GarageArea_yeo_johnson,GarageFinish,GarageFinish_power,GarageFinish_yeo_johnson,GarageYrBlt,GarageYrBlt_log_e,GarageYrBlt_log_10,GarageYrBlt_reciprocal,GarageYrBlt_power,GarageYrBlt_box_cox,GarageYrBlt_yeo_johnson,GrLivArea,GrLivArea_log_e,GrLivArea_log_10,GrLivArea_reciprocal,GrLivArea_power,GrLivArea_box_cox,GrLivArea_yeo_johnson,KitchenQual,KitchenQual_power,KitchenQual_yeo_johnson,LotArea,LotArea_log_e,LotArea_log_10,LotArea_reciprocal,LotArea_power,LotArea_box_cox,LotArea_yeo_johnson,LotFrontage,LotFrontage_log_e,LotFrontage_log_10,LotFrontage_reciprocal,LotFrontage_power,LotFrontage_box_cox,LotFrontage_yeo_johnson,MasVnrArea,MasVnrArea_power,MasVnrArea_yeo_johnson,OpenPorchSF,OpenPorchSF_power,OpenPorchSF_yeo_johnson,OverallCond,OverallCond_log_e,OverallCond_log_10,OverallCond_reciprocal,OverallCond_power,OverallCond_box_cox,OverallCond_yeo_johnson,OverallQual,OverallQual_log_e,OverallQual_log_10,OverallQual_reciprocal,OverallQual_power,OverallQual_box_cox,OverallQual_yeo_johnson,TotalBsmtSF,TotalBsmtSF_power,TotalBsmtSF_yeo_johnson,WoodDeckSF,WoodDeckSF_power,WoodDeckSF_yeo_johnson,YearBuilt,YearBuilt_log_e,YearBuilt_log_10,YearBuilt_reciprocal,YearBuilt_power,YearBuilt_box_cox,YearBuilt_yeo_johnson,YearRemodAdd,YearRemodAdd_log_e,YearRemodAdd_log_10,YearRemodAdd_reciprocal,YearRemodAdd_power,YearRemodAdd_box_cox,YearRemodAdd_yeo_johnson
856,6.752270376141742,2.932473764677153,0.0011682242990654205,29.257477676655586,4.73302271186759,4.718918494488985,854,29.223278392404914,3.948001249113166,3,1.0986122886681098,0.47712125471966244,0.3333333333333333,1.7320508075688772,1.6851217959104432,2.1614133778975195,3,1.7320508075688772,9.949847876843632,706,26.570660511172846,16.135874009997046,2,1.4142135623730951,1.6188142990015941,150,12.24744871391589,22.132638549605673,65,4.174387269895637,1.8129133566428555,0.015384615384615385,8.06225774829855,11.903071111605023,11.648519309926332,548,23.40939982143925,204.51794594911865,2,1.4142135623730951,3.302602543552597,2003,7.602401335665818,3.3016809492935764,0.0004992511233150275,44.75488800120049,2.7125923216029873e+90,3.0525296914400074e+90,1710,7.444248649496705,3.2329961103921536,0.0005847953216374269,41.352146256270665,7.621712338316518,7.600484998244047,2,1.4142135623730951,6.663223650117993,8450,9.041921720351219,3.926856708949692,0.00011834319526627219,91.92388155425118,10.43368000798946,10.427530653703252,65,4.174387269895637,1.8129133566428555,0.015384615384615385,8.06225774829855,11.903071111605023,11.648519309926332,196,14.0,2.9673185477937345,61,7.810249675906654,4.2278990584203315,5,1.6094379124341003,0.6989700043360189,0.2,2.23606797749979,2.2873429219138877,2.2354078809172027,7,1.9459101490553132,0.8450980400142568,0.14285714285714285,2.6457513110645907,4.4700769957690385,4.6910176534421515,856,29.257477676655586,198.28429559618002,0,0.0,0.0,2003,7.602401335665818,3.3016809492935764,0.0004992511233150275,44.75488800120049,4.754535639768112e+71,5.219180532918531e+71,2003,7.602401335665818,3.3016809492935764,0.0004992511233150275,44.75488800120049,2.1628172982852598e+132,2.6085060373798773e+103
1262,7.140453043101158,3.1010593549081156,0.000792393026941363,35.52463933666322,4.910960577758924,4.89537287919072,0,0.0,0.0,3,1.0986122886681098,0.47712125471966244,0.3333333333333333,1.7320508075688772,1.6851217959104432,2.1614133778975195,1,1.0,1.694703348106412,978,31.272991542223778,17.8012959128802,0,0.0,0.0,284,16.852299546352718,31.042075617625514,80,4.382026634673881,1.9030899869919435,0.0125,8.94427190999916,13.251740483261697,12.925177935409607,460,21.447610589527216,177.32966216522243,2,1.4142135623730951,3.302602543552597,1976,7.588829878307813,3.295786940251609,0.0005060728744939271,44.45222154178574,1.8593810298458978e+90,2.092401694843734e+90,1262,7.140453043101158,3.1010593549081156,0.000792393026941363,35.52463933666322,7.303622882143161,7.284380424491629,3,1.7320508075688772,14.797103554691093,9600,9.169518377455928,3.9822712330395684,0.00010416666666666667,97.97958971132712,10.602809279178887,10.59644506179784,80,4.382026634673881,1.9030899869919435,0.0125,8.94427190999916,13.251740483261697,12.925177935409607,0,0.0,0.0,0,0.0,0.0,8,2.0794415416798357,0.9030899869919435,0.125,2.8284271247461903,3.2973908265121126,2.8880503014432066,6,1.791759469228055,0.7781512503836436,0.16666666666666666,2.449489742783178,3.829085036135108,4.145378042618613,1262,35.52463933666322,264.60114605579093,0,0.0,0.0,1976,7.588829878307813,3.295786940251609,0.0005060728744939271,44.45222154178574,3.521704408700779e+71,3.865881424938093e+71,1976,7.588829878307813,3.295786940251609,0.0005060728744939271,44.45222154178574,1.247126713412856e+132,1.6951283455963956e+103
920,6.824373670043086,2.963787827345555,0.0010869565217391304,30.331501776206203,4.766663206526994,4.752278166573206,866,29.427877939124322,3.952238031442598,3,1.0986122886681098,0.47712125471966244,0.3333333333333333,1.7320508075688772,1.6851217959104432,2.1614133778975195,2,1.4142135623730951,4.946452402975545,486,22.045407685048602,14.383461125772723,2,1.4142135623730951,1.6188142990015941,434,20.83266665599966,38.72795321437325,68,4.219507705176107,1.8325089127062364,0.014705882352941176,8.246211251235321,12.185816483679895,11.916233599191042,608,24.657656011875904,222.57976809198593,2,1.4142135623730951,3.302602543552597,2001,7.601402334583733,3.3012470886362113,0.0004997501249375312,44.73253849269008,2.638221327015859e+90,2.968839045909217e+90,1786,7.487733761436444,3.2518814545525276,0.0005599104143337066,42.261093218230876,7.667293330000524,7.645780546085132,2,1.4142135623730951,6.663223650117993,11250,9.328123407632566,4.051152522447381,8.888888888888889e-05,106.06601717798213,10.81397325997138,10.807339941953618,68,4.219507705176107,1.8325089127062364,0.014705882352941176,8.246211251235321,12.185816483679895,11.916233599191042,162,12.727922061357855,2.9139788753381803,42,6.48074069840786,3.844768586975123,5,1.6094379124341003,0.6989700043360189,0.2,2.23606797749979,2.2873429219138877,2.2354078809172027,7,1.9459101490553132,0.8450980400142568,0.14285714285714285,2.6457513110645907,4.4700769957690385,4.6910176534421515,920,30.331501776206203,209.20678744638207,0,0.0,0.0,2001,7.601402334583733,3.3012470886362113,0.0004997501249375312,44.73253849269008,4.6506387062068455e+71,5.105130968503998e+71,2002,7.601901959875166,3.3014640731433,0.0004995004995004995,44.74371464239419,2.1194421279277188e+132,2.567461864062507e+103
961,6.8679744089702925,2.9827233876685453,0.001040582726326743,31.0,4.786873782392141,4.772320227477898,0,0.0,0.0,2,0.6931471805599453,0.3010299956639812,0.5,1.4142135623730951,0.9023213184106958,1.5547949488891228,3,1.7320508075688772,9.949847876843632,216,14.696938456699069,11.086639029534371,0,0.0,0.0,540,23.2379000772445,43.36574725195143,60,4.0943445622221,1.7781512503836436,0.016666666666666666,7.745966692414834,11.415009491398303,11.186340727146101,642,25.337718918639855,232.66439920533497,3,1.7320508075688772,5.814697338945558,1998,7.599901959208498,3.3005954838899636,0.0005005005005005005,44.69899327725402,2.5303385371523703e+90,2.8474371963312055e+90,1717,7.448333860897476,3.2347702951609163,0.0005824111822947001,41.43669871020132,7.6259939154204055,7.60473977882713,2,1.4142135623730951,6.663223650117993,9550,9.164296433474776,3.9800033715837464,0.00010471204188481675,97.72410142846032,10.595874482147066,10.58951908419487,60,4.0943445622221,1.7781512503836436,0.016666666666666666,7.745966692414834,11.415009491398303,11.186340727146101,0,0.0,0.0,35,5.916079783099616,3.659325599509726,5,1.6094379124341003,0.6989700043360189,0.2,2.23606797749979,2.2873429219138877,2.2354078809172027,7,1.9459101490553132,0.8450980400142568,0.14285714285714285,2.6457513110645907,4.4700769957690385,4.6910176534421515,756,27.49545416973504,180.7799308128525,0,0.0,0.0,1915,7.557472901614746,3.2821687783046416,0.0005221932114882506,43.76071297408213,1.7602161511836047e+71,1.9322723696708248e+71,1970,7.585788821732034,3.294466226161593,0.0005076142131979696,44.384682042344295,1.1023807163174655e+132,1.539068264712654e+103
1145,7.0431599159883405,3.0588054866759067,0.0008733624454148472,33.83784863137726,4.867088496246482,4.851866626033115,0,0.0,0.0,4,1.3862943611198906,0.6020599913279624,0.25,2.0,2.3991792989482676,2.7095236390304933,0,0.0,0.0,655,25.592967784139454,15.771063434327244,2,1.4142135623730951,1.6188142990015941,490,22.135943621178654,41.241534764980045,84,4.430816798843313,1.9242792860618816,0.011904761904761904,9.16515138991168,13.586810520398869,13.242216378358224,836,28.91366458960192,288.4520395868389,2,1.4142135623730951,3.302602543552597,2000,7.600902459542082,3.3010299956639813,0.0005,44.721359549995796,2.6017768802496435e+90,2.9278276480797794e+90,2198,7.6953031349635665,3.3420276880874717,0.00045495905368516835,46.88283267892417,7.885039335550065,7.862156498063104,2,1.4142135623730951,6.663223650117993,14260,9.565213693968287,4.1541195255158465,7.012622720897616e-05,119.41524190822544,11.131570133919038,11.124529343591984,84,4.430816798843313,1.9242792860618816,0.011904761904761904,9.16515138991168,13.586810520398869,13.242216378358224,350,18.708286933869708,3.115499486406608,84,9.16515138991168,4.559555898430668,5,1.6094379124341003,0.6989700043360189,0.2,2.23606797749979,2.2873429219138877,2.2354078809172027,8,2.0794415416798357,0.9030899869919435,0.125,2.8284271247461903,5.089582493236819,5.216462388146748,1145,33.83784863137726,246.15077711541556,0,0.0,0.0,2000,7.600902459542082,3.3010299956639813,0.0005,44.721359549995796,4.599506659720423e+71,5.049002399494001e+71,2000,7.600902459542082,3.3010299956639813,0.0005,44.721359549995796,2.035222179129992e+132,2.4872416968033418e+103
796,6.679599185844383,2.900913067737669,0.001256281407035176,28.21347195933177,4.698840498633816,4.685022239088019,566,23.790754506740637,3.8183538208916614,1,0.0,0.0,1.0,1.0,0.0,0.8593566957737307,3,1.7320508075688772,9.949847876843632,732,27.055498516937366,16.314232626196834,2,1.4142135623730951,1.6188142990015941,64,8.0,13.902261140467369,85,4.442651256490317,1.9294189257142926,0.011764705882352941,9.219544457292887,13.669167486111625,13.320131595476981,480,21.908902300206645,183.58896770243845,3,1.7320508075688772,5.814697338945558,1993,7.597396320212795,3.2995072987004876,0.0005017561465127947,44.64302857109943,2.359918726584672e+90,2.655661785292131e+90,1362,7.216709486709457,3.1341771075767664,0.0007342143906020558,36.90528417449187,7.383409994802172,7.3636702965788965,3,1.7320508075688772,14.797103554691093,14115,9.55499334068759,4.149680882482938,7.084661707403471e-05,118.80656547514535,11.117831234671732,11.110808154903916,85,4.442651256490317,1.9294189257142926,0.011764705882352941,9.219544457292887,13.669167486111625,13.320131595476981,0,0.0,0.0,30,5.477225575051661,3.503558734451074,5,1.6094379124341003,0.6989700043360189,0.2,2.23606797749979,2.2873429219138877,2.2354078809172027,5,1.6094379124341003,0.6989700043360189,0.2,2.23606797749979,3.162044754618583,3.5756836218650485,796,28.21347195933177,187.849858672639,0,0.0,0.0,1993,7.597396320212795,3.2995072987004876,0.0005017561465127947,44.64302857109943,4.2563215786728964e+71,4.672282180231767e+71,1995,7.598399329323964,3.299942900022767,0.0005012531328320802,44.66542286825459,1.8386976841877398e+132,2.2971670915212882e+103
1694,7.434847875211999,3.228913405994688,0.0005903187721369539,41.15823125451335,5.040828465475063,5.024152295112989,0,0.0,0.0,3,1.0986122886681098,0.47712125471966244,0.3333333333333333,1.7320508075688772,1.6851217959104432,2.1614133778975195,0,0.0,0.0,1369,37.0,19.664388814419578,2,1.4142135623730951,1.6188142990015941,317,17.804493814764857,32.88199535356754,75,4.31748811353631,1.8750612633917,0.013333333333333334,8.660254037844387,12.819358350094635,12.515974934399946,636,25.219040425836983,230.8922195768848,2,1.4142135623730951,3.302602543552597,2004,7.602900462204755,3.301897717195208,0.000499001996007984,44.76605857119878,2.7505317265785315e+90,3.0952234081471085e+90,1694,7.434847875211999,3.228913405994688,0.0005903187721369539,41.15823125451335,7.611860111627376,7.590694420258936,2,1.4142135623730951,6.663223650117993,10084,9.218705288307811,4.0036328370044085,9.916699722332408e-05,100.41912168506553,10.668185040268336,10.66173763004048,75,4.31748811353631,1.8750612633917,0.013333333333333334,8.660254037844387,12.819358350094635,12.515974934399946,186,13.638181696985855,2.952896663416351,57,7.54983443527075,4.157951991527917,5,1.6094379124341003,0.6989700043360189,0.2,2.23606797749979,2.2873429219138877,2.2354078809172027,8,2.0794415416798357,0.9030899869919435,0.125,2.8284271247461903,5.089582493236819,5.216462388146748,1686,41.060930335295616,328.092124366853,0,0.0,0.0,2004,7.602900462204755,3.301897717195208,0.000499001996007984,44.76605857119878,4.807311538512933e+71,5.277113616720566e+71,2005,7.60339933974067,3.302114376956201,0.0004987531172069825,44.77722635447622,2.2521805744330915e+132,2.6925094147865065e+103
1107,7.009408932708637,3.044147620878723,0.0009033423667570009,33.27160951922825,4.851756934987157,4.836662809288143,983,31.352830813181765,3.9902457731570187,3,1.0986122886681098,0.47712125471966244,0.3333333333333333,1.7320508075688772,1.6851217959104432,2.1614133778975195,2,1.4142135623730951,4.946452402975545,746,27.313000567495326,16.408294868677654,0,0.0,0.0,361,19.0,35.19091060190464,70,4.248495242049359,1.845098040014257,0.014285714285714285,8.366600265340756,12.370431101293079,12.091016962601193,484,22.0,184.83487826335352,3,1.7320508075688772,5.814697338945558,1973,7.587310506022615,3.295127085252191,0.0005068423720223011,44.41846462902562,1.7824042708463508e+90,2.005779076538557e+90,2090,7.644919344958857,3.3201462861110542,0.0004784688995215311,45.71651780264984,7.832159155286635,7.809610161520385,3,1.7320508075688772,14.797103554691093,10382,9.247828816387175,4.01628102454283,9.632055480639569e-05,101.89209979188769,10.706940902800092,10.70044412742614,70,4.248495242049359,1.845098040014257,0.014285714285714285,8.366600265340756,12.370431101293079,12.091016962601193,240,15.491933384829668,3.021429337366826,204,14.2828568570857,5.491416846812213,6,1.791759469228055,0.7781512503836436,0.16666666666666666,2.449489742783178,2.6560150997929854,2.476126288007011,7,1.9459101490553132,0.8450980400142568,0.14285714285714285,2.6457513110645907,4.4700769957690385,4.6910176534421515,1107,33.27160951922825,240.05436222169203,0,0.0,0.0,1973,7.587310506022615,3.295127085252191,0.0005068423720223011,44.41846462902562,3.405329794051257e+71,3.7381353331164543e+71,1973,7.587310506022615,3.295127085252191,0.0005068423720223011,44.41846462902562,1.1725772444974377e+132,1.6152738829520931e+103
1022,6.92951677076365,3.009450895798694,0.0009784735812133072,31.96873472629156,4.815233068953271,4.80044320415481,752,27.422618401604176,3.9089008221195467,2,0.6931471805599453,0.3010299956639812,0.5,1.4142135623730951,0.9023213184106958,1.5547949488891228,3,1.7320508075688772,9.949847876843632,0,0.0,0.0,6,2.449489742783178,3.9827859273179276,952,30.854497241083024,58.02306774369123,51,3.9318256327243257,1.7075701760979363,0.0196078431372549,7.14142842854285,10.475081903212896,10.296119571395865,468,21.633307652783937,179.83941486048045,3,1.7320508075688772,5.814697338945558,1931,7.565793282428515,3.285782273779395,0.0005178663904712584,43.94314508543966,9.794054772182983e+89,1.1021583256399034e+90,1774,7.480992162869525,3.2489536154957075,0.0005636978579481398,42.118879377305376,7.660225983743527,7.638757483694644,3,1.7320508075688772,14.797103554691093,6120,8.719317375506371,3.7867514221455614,0.0001633986928104575,78.23042886243178,10.009035115092605,10.003424769517821,51,3.9318256327243257,1.7075701760979363,0.0196078431372549,7.14142842854285,10.475081903212896,10.296119571395865,0,0.0,0.0,0,0.0,0.0,5,1.6094379124341003,0.6989700043360189,0.2,2.23606797749979,2.2873429219138877,2.2354078809172027,7,1.9459101490553132,0.8450980400142568,0.14285714285714285,2.6457513110645907,4.4700769957690385,4.6910176534421515,952,30.854497241083024,214.59346444633354,0,0.0,0.0,1931,7.565793282428515,3.285782273779395,0.0005178663904712584,43.94314508543966,2.11584618165841e+71,2.322652180042866e+71,1950,7.575584651557793,3.290034611362518,0.0005128205128205128,44.15880433163923,7.287004473032173e+131,1.1130488344441063e+103
1077,6.981934677156389,3.0322157032979815,0.0009285051067780873,32.817678162843876,4.839233631656374,4.824243833727313,0,0.0,0.0,2,0.6931471805599453,0.3010299956639812,0.5,1.4142135623730951,0.9023213184106958,1.5547949488891228,3,1.7320508075688772,9.949847876843632,851,29.171904291629644,17.07425850074051,2,1.4142135623730951,1.6188142990015941,140,11.832159566199232,21.328260883214977,50,3.912023005428146,1.6989700043360187,0.02,7.0710678118654755,10.365051810693979,10.191903999659012,205,14.317821063276353,91.6606480666437,2,1.4142135623730951,3.302602543552597,1939,7.569927655242652,3.2875778090787056,0.0005157297576070139,44.034077712607996,1.098823574758971e+90,1.2365404389254243e+90,1077,6.981934677156389,3.0322157032979815,0.0009285051067780873,32.817678162843876,7.137887827549924,7.119679115803046,3,1.7320508075688772,14.797103554691093,7420,8.911934336161426,3.870403905279027,0.00013477088948787063,86.13942186943211,10.26206717730906,10.256135557520434,50,3.912023005428146,1.6989700043360187,0.02,7.0710678118654755,10.365051810693979,10.191903999659012,0,0.0,0.0,4,2.0,1.624611643028683,6,1.791759469228055,0.7781512503836436,0.16666666666666666,2.449489742783178,2.6560150997929854,2.476126288007011,5,1.6094379124341003,0.6989700043360189,0.2,2.23606797749979,3.162044754618583,3.5756836218650485,991,31.480152477394387,221.09525164355853,0,0.0,0.0,1939,7.569927655242652,3.2875778090787056,0.0005157297576070139,44.034077712607996,2.3184362398720265e+71,2.5450378791114785e+71,1950,7.575584651557793,3.290034611362518,0.0005128205128205128,44.15880433163923,7.287004473032173e+131,1.1130488344441063e+103
